participant id,gender,age,min age,max age
4396,F,54.0,53.0,55.0
4397,M,36.0,34.0,38.0
4398,M,28.0,26.0,30.0
4399,M,68.5,69.0,68.0
4400,M,22.0,19.0,25.0
4401,M,48.0,46.0,50.0
4402,F,43.0,41.0,45.0
4403,F,34.5,34.0,35.0
4404,M,48.0,46.0,50.0
4405,M,35.5,34.0,37.0
4406,M,38.0,38.0,38.0
4407,M,68.0,66.0,70.0
4408,M,38.0,38.0,38.0
4409,M,53.0,51.0,55.0
4410,M,40.0,38.0,42.0
4411,F,46.0,44.0,48.0
4412,M,28.0,26.0,30.0
4413,M,43.0,41.0,45.0
4414,F,30.0,28.0,32.0
4415,M,22.0,19.0,25.0
4416,F,28.0,26.0,30.0
4417,M,44.0,43.0,45.0
4418,M,30.5,29.0,32.0
4419,F,53.0,51.0,55.0
4420,M,38.0,36.0,40.0
4421,F,38.0,36.0,40.0
4422,F,62.5,62.0,63.0
4423,F,35.5,34.0,37.0
4424,F,43.0,41.0,45.0
4425,M,55.0,53.0,57.0
4426,M,43.0,41.0,45.0
4427,M,53.0,51.0,55.0
4428,F,33.0,31.0,35.0
4429,M,30.0,30.0,30.0
4430,M,41.0,39.0,43.0
4431,M,43.0,41.0,45.0
4432,M,27.5,26.0,29.0
4433,M,53.0,51.0,55.0
4434,M,44.0,43.0,45.0
4435,M,38.0,36.0,40.0
4436,M,33.0,31.0,35.0
4437,M,38.0,36.0,40.0
4438,F,57.5,56.0,59.0
4439,M,43.0,41.0,45.0
4440,F,28.0,26.0,30.0
4441,F,36.0,34.0,38.0
4442,M,36.5,36.0,37.0
4443,M,41.0,41.0,41.0
4444,F,22.0,19.0,25.0
4445,M,50.0,48.0,52.0
4446,M,28.0,26.0,30.0
4447,M,53.0,51.0,55.0
4448,F,31.0,29.0,33.0
4449,M,46.5,46.0,47.0
4450,F,31.0,29.0,33.0
4451,M,38.0,36.0,40.0
4452,M,38.0,36.0,40.0
4453,M,68.0,66.0,70.0
4454,M,50.5,49.0,52.0
4455,F,48.0,48.0,48.0
4456,M,52.0,54.0,50.0
4457,M,37.5,36.0,39.0
4458,M,34.5,34.0,35.0
4459,F,28.0,26.0,30.0
4460,M,22.5,20.0,25.0
4461,M,33.0,31.0,35.0
4462,M,43.0,41.0,45.0
4463,M,43.0,41.0,45.0
4464,M,38.0,36.0,40.0
4465,M,24.0,21.0,27.0
4466,M,48.0,48.0,48.0
4467,F,36.0,34.0,38.0
4468,M,51.5,51.0,52.0
4469,F,30.0,28.0,32.0
4470,M,28.0,30.0,26.0
4471,M,21.0,22.0,20.0
4472,M,38.0,36.0,40.0
4473,M,43.0,43.0,43.0
4474,M,36.5,37.0,36.0
4475,M,33.0,31.0,35.0
4476,M,33.0,31.0,35.0
4477,M,23.0,21.0,25.0
4478,M,48.0,46.0,50.0
4479,M,37.0,37.0,37.0
4480,M,39.0,38.0,40.0
4481,M,48.0,46.0,50.0
4482,M,33.0,31.0,35.0
4483,M,37.5,36.0,39.0
4484,M,52.0,51.0,53.0
4485,F,28.0,26.0,30.0
4486,F,43.0,41.0,45.0
4487,MF,49.5,49.0,50.0
4488,F,38.0,36.0,40.0
4489,F,44.0,43.0,45.0
4490,M,56.0,54.0,58.0
4491,M,43.0,41.0,45.0
4492,M,44.5,44.0,45.0
4493,M,49.5,49.0,50.0
4494,M,54.0,53.0,55.0
4495,M,41.5,41.0,42.0
4496,F,33.0,31.0,35.0
4497,F,21.0,22.0,20.0
4498,M,53.0,51.0,55.0
4499,F,27.0,26.0,28.0
4500,M,43.0,41.0,45.0
4501,F,53.0,51.0,55.0
4502,M,38.0,38.0,38.0
4503,F,53.0,51.0,55.0
4504,M,28.0,26.0,30.0
4505,F,28.0,26.0,30.0
4506,M,28.0,26.0,30.0
4507,M,32.5,33.0,32.0
4508,M,28.5,28.0,29.0
4509,F,34.5,33.0,36.0
4510,M,53.0,51.0,55.0
4511,M,33.0,31.0,35.0
4512,M,59.5,59.0,60.0
4513,F,40.0,38.0,42.0
4514,M,28.0,26.0,30.0
4515,M,41.0,39.0,43.0
4516,M,47.0,47.0,47.0
4517,M,31.0,29.0,33.0
4518,M,45.5,44.0,47.0
4519,M,33.0,31.0,35.0
4520,M,58.0,56.0,60.0
4521,M,56.5,56.0,57.0
4522,M,35.5,36.0,35.0
4523,M,27.5,26.0,29.0
4524,M,48.0,46.0,50.0
4525,M,53.5,52.0,55.0
4526,M,53.0,51.0,55.0
4527,F,30.5,29.0,32.0
4528,M,43.0,41.0,45.0
4529,M,53.5,52.0,55.0
4530,F,34.0,33.0,35.0
4531,F,33.0,31.0,35.0
4532,F,38.0,36.0,40.0
4533,M,38.0,36.0,40.0
4534,F,30.0,28.0,32.0
4535,M,34.5,34.0,35.0
4536,M,58.0,58.0,58.0
4537,F,22.5,20.0,25.0
4538,F,47.5,46.0,49.0
4539,M,28.0,26.0,30.0
4540,F,28.0,28.0,28.0
4541,M,22.0,19.0,25.0
4542,M,38.0,36.0,40.0
4543,M,25.0,23.0,27.0
4544,F,53.0,51.0,55.0
4545,F,28.0,26.0,30.0
4546,F,38.0,36.0,40.0
4547,M,63.0,61.0,65.0
4548,M,46.5,46.0,47.0
4549,M,38.0,36.0,40.0
4550,F,41.0,41.0,41.0
4551,M,38.0,36.0,40.0
4552,F,38.0,36.0,40.0
4553,M,38.0,36.0,40.0
4554,M,45.5,46.0,45.0
4555,M,33.0,31.0,35.0
4556,M,22.0,19.0,25.0
4557,F,35.5,34.0,37.0
4558,M,33.0,31.0,35.0
4559,M,44.5,44.0,45.0
4560,F,40.0,40.0,40.0
4561,M,45.0,43.0,47.0
4562,M,38.0,38.0,38.0
4563,M,38.0,36.0,40.0
4564,F,39.5,46.0,33.0
4565,M,31.0,29.0,33.0
4566,F,43.0,41.0,45.0
4567,F,43.0,41.0,45.0
4568,M,48.0,48.0,48.0
4569,M,58.0,56.0,60.0
4570,M,45.0,43.0,47.0
4571,F,28.0,26.0,30.0
4572,M,63.5,62.0,65.0
4573,M,30.0,28.0,32.0
4574,M,43.0,41.0,45.0
4575,M,53.0,51.0,55.0
4576,F,43.5,64.0,23.0
4577,M,33.0,31.0,35.0
4578,M,41.0,39.0,43.0
4579,M,38.0,36.0,40.0
4580,M,43.0,41.0,45.0
4581,F,38.0,36.0,40.0
4582,M,41.0,39.0,43.0
4583,M,38.0,36.0,40.0
4584,F,48.0,46.0,50.0
4585,M,68.0,66.0,70.0
4586,F,31.0,29.0,33.0
4587,M,53.0,51.0,55.0
4588,F,38.0,36.0,40.0
4589,M,43.0,41.0,45.0
4590,M,35.0,33.0,37.0
4591,F,36.0,34.0,38.0
4592,M,36.0,34.0,38.0
4593,M,36.0,34.0,38.0
4594,F,48.0,46.0,50.0
4595,F,53.0,53.0,53.0
4596,M,22.0,19.0,25.0
4597,M,42.0,41.0,43.0
4598,F,43.0,41.0,45.0
4599,M,61.5,62.0,61.0
4600,F,41.0,41.0,41.0
4601,M,48.0,46.0,50.0
4602,M,17.0,16.0,18.0
4603,M,58.0,58.0,58.0
4604,M,22.5,20.0,25.0
4605,M,55.5,54.0,57.0
4606,M,28.0,26.0,30.0
4607,F,53.5,54.0,53.0
4608,M,33.0,31.0,35.0
4609,M,33.0,31.0,35.0
4610,M,53.0,51.0,55.0
4611,M,38.0,36.0,40.0
4612,M,42.0,42.0,42.0
4613,F,33.0,31.0,35.0
4614,M,22.0,19.0,25.0
4615,M,28.0,26.0,30.0
4616,M,33.0,31.0,35.0
4617,M,53.0,51.0,55.0
4618,M,38.0,36.0,40.0
4619,M,39.5,38.0,41.0
4620,F,45.5,44.0,47.0
4621,M,33.0,31.0,35.0
4622,M,57.5,56.0,59.0
4623,M,22.0,19.0,25.0
4624,M,48.5,47.0,50.0
4625,M,63.0,61.0,65.0
4626,M,38.0,36.0,40.0
4627,M,22.0,20.0,24.0
4628,M,,14.0,
4629,F,33.0,31.0,35.0
4630,M,51.5,51.0,52.0
4631,M,40.5,39.0,42.0
4632,M,38.0,36.0,40.0
4633,M,48.0,46.0,50.0
4634,M,53.0,51.0,55.0
4635,M,33.0,31.0,35.0
4636,F,27.5,26.0,29.0
4637,M,56.5,56.0,57.0
4638,M,28.0,26.0,30.0
4639,F,59.0,58.0,60.0
4640,F,53.0,51.0,55.0
4641,M,23.5,22.0,25.0
4642,M,28.0,26.0,30.0
4643,F,35.0,33.0,37.0
4644,M,64.5,64.0,65.0
4645,F,29.0,28.0,30.0
4646,M,63.0,61.0,65.0
4647,M,53.0,51.0,55.0
4648,F,43.0,41.0,45.0
4649,M,58.0,56.0,60.0
4650,M,53.0,51.0,55.0
4651,M,43.0,41.0,45.0
4652,F,33.0,31.0,35.0
4653,F,48.0,46.0,50.0
4654,M,53.0,51.0,55.0
4655,M,49.5,50.0,49.0
4656,F,43.0,41.0,45.0
4657,F,43.0,41.0,45.0
4658,M,53.0,51.0,55.0
4659,M,48.0,46.0,50.0
4660,F,33.0,31.0,35.0
4661,M,45.5,44.0,47.0
4662,F,28.0,26.0,30.0
4663,F,23.0,24.0,22.0
4664,F,48.5,47.0,50.0
4665,F,46.0,44.0,48.0
4666,M,45.0,43.0,47.0
4667,M,41.0,39.0,43.0
4668,F,43.0,41.0,45.0
4669,M,22.0,19.0,25.0
4670,M,41.0,39.0,43.0
4671,M,35.0,33.0,37.0
4672,F,31.0,29.0,33.0
4673,F,43.0,41.0,45.0
4674,M,34.5,34.0,35.0
4675,F,60.0,58.0,62.0
4676,M,58.0,56.0,60.0
4677,M,40.0,40.0,40.0
4678,M,36.0,34.0,38.0
4679,M,50.5,51.0,50.0
4680,M,48.0,46.0,50.0
4681,M,53.0,51.0,55.0
4682,M,41.5,41.0,42.0
4683,F,39.5,38.0,41.0
4684,M,44.0,43.0,45.0
4685,F,39.0,38.0,40.0
4686,M,33.0,31.0,35.0
4687,F,39.0,38.0,40.0
4688,M,30.0,28.0,32.0
4689,F,38.0,36.0,40.0
4690,M,48.0,46.0,50.0
4691,F,48.0,46.0,50.0
4692,F,43.0,41.0,45.0
4693,F,49.0,48.0,50.0
4694,M,49.5,49.0,50.0
4695,M,39.5,39.0,40.0
4696,F,50.0,49.0,51.0
4697,M,41.0,39.0,43.0
4698,F,43.0,41.0,45.0
4699,F,22.0,19.0,25.0
4700,F,44.0,43.0,45.0
4701,M,38.0,36.0,40.0
4702,F,47.5,46.0,49.0
4703,F,40.0,38.0,42.0
4704,F,43.0,41.0,45.0
4705,M,44.0,43.0,45.0
4706,F,43.0,41.0,45.0
4707,F,37.5,37.0,38.0
4708,F,28.0,26.0,30.0
4709,M,37.5,36.0,39.0
4710,M,45.0,43.0,47.0
4711,F,40.5,39.0,42.0
4712,F,26.5,26.0,27.0
4713,M,54.0,53.0,55.0
4714,M,58.0,56.0,60.0
4715,F,44.5,45.0,44.0
4716,M,47.5,50.0,45.0
4717,F,28.0,26.0,30.0
4718,M,40.0,38.0,42.0
4719,F,58.0,56.0,60.0
4720,F,24.0,21.0,27.0
4721,M,25.0,22.0,28.0
4722,M,58.0,56.0,60.0
4723,M,43.5,44.0,43.0
4724,M,48.0,46.0,50.0
4725,M,58.0,56.0,60.0
4726,F,35.0,33.0,37.0
4727,F,33.0,31.0,35.0
4728,M,55.0,53.0,57.0
4729,M,24.0,21.0,27.0
4730,F,42.0,41.0,43.0
4731,M,33.0,31.0,35.0
4732,M,33.0,31.0,35.0
4733,M,33.0,33.0,33.0
4734,M,54.0,53.0,55.0
4735,F,41.0,41.0,41.0
4736,M,43.0,41.0,45.0
4737,M,33.0,31.0,35.0
4738,F,38.0,36.0,40.0
4739,M,,73.0,
4740,M,34.5,33.0,36.0
4741,M,43.0,41.0,45.0
4742,F,48.0,46.0,50.0
4743,F,33.0,31.0,35.0
4744,M,35.0,33.0,37.0
4745,M,28.0,26.0,30.0
4746,F,,14.0,
4747,M,49.5,49.0,50.0
4748,M,35.5,35.0,36.0
4749,F,53.0,51.0,55.0
4750,M,33.0,31.0,35.0
4751,M,34.5,34.0,35.0
4752,M,43.0,41.0,45.0
4753,M,36.0,34.0,38.0
4754,F,,14.0,
4755,M,35.5,34.0,37.0
4756,M,53.0,51.0,55.0
4757,F,50.5,49.0,52.0
4758,M,50.5,49.0,52.0
4759,F,38.0,36.0,40.0
4760,M,43.0,41.0,45.0
4761,F,41.0,39.0,43.0
4762,M,28.0,26.0,30.0
4763,M,63.0,61.0,65.0
4764,M,22.0,19.0,25.0
4765,M,36.0,34.0,38.0
4766,M,27.5,26.0,29.0
4767,M,39.5,40.0,39.0
4768,M,57.5,56.0,59.0
4769,MF,39.0,38.0,40.0
4770,M,26.5,26.0,27.0
4771,M,38.0,36.0,40.0
4772,F,38.5,37.0,40.0
4773,M,28.0,26.0,30.0
4774,M,39.0,38.0,40.0
4775,M,43.0,41.0,45.0
4776,F,33.5,32.0,35.0
4777,M,44.5,44.0,45.0
4778,M,22.0,19.0,25.0
4779,M,53.0,51.0,55.0
4780,M,23.5,24.0,23.0
4781,M,33.0,31.0,35.0
4782,M,65.5,64.0,67.0
4783,F,23.0,21.0,25.0
4784,M,23.5,22.0,25.0
4785,M,33.0,31.0,35.0
4786,M,23.0,21.0,25.0
4787,M,43.0,41.0,45.0
4788,M,42.5,43.0,42.0
4789,M,43.0,41.0,45.0
4790,M,43.0,41.0,45.0
4791,F,33.0,31.0,35.0
4792,M,51.0,49.0,53.0
4793,M,30.0,28.0,32.0
4794,M,40.0,38.0,42.0
4795,F,27.0,26.0,28.0
4796,M,33.0,31.0,35.0
4797,F,43.0,41.0,45.0
4798,M,46.5,46.0,47.0
4799,M,45.5,44.0,47.0
4800,M,36.5,36.0,37.0
4801,M,43.0,41.0,45.0
4802,F,29.5,29.0,30.0
4803,M,53.0,53.0,53.0
4804,M,40.0,38.0,42.0
4805,M,35.5,36.0,35.0
4806,M,45.0,43.0,47.0
4807,M,53.0,51.0,55.0
4808,F,47.0,46.0,48.0
4809,F,33.0,31.0,35.0
4810,F,58.5,57.0,60.0
4811,M,50.0,48.0,52.0
4812,M,28.0,26.0,30.0
4813,M,33.0,31.0,35.0
4814,F,35.0,33.0,37.0
4815,F,29.0,28.0,30.0
4816,F,38.0,36.0,40.0
4817,M,55.0,53.0,57.0
4818,M,33.0,31.0,35.0
4819,M,40.0,40.0,40.0
4820,M,53.0,51.0,55.0
4821,M,33.0,31.0,35.0
4822,M,48.0,46.0,50.0
4823,F,35.0,33.0,37.0
4824,F,43.0,41.0,45.0
4825,M,35.5,34.0,37.0
4826,M,38.0,36.0,40.0
4827,F,53.0,51.0,55.0
4828,M,35.5,36.0,35.0
4829,F,28.0,26.0,30.0
4830,M,16.0,15.0,17.0
4831,M,30.0,28.0,32.0
4832,F,28.0,26.0,30.0
4833,M,28.0,26.0,30.0
4834,M,34.0,33.0,35.0
4835,M,28.0,26.0,30.0
4836,M,53.0,51.0,55.0
4837,M,35.0,34.0,36.0
4838,F,21.5,21.0,22.0
4839,M,22.0,19.0,25.0
4840,F,53.0,51.0,55.0
4841,M,52.5,53.0,52.0
4842,M,33.0,31.0,35.0
4843,M,35.0,33.0,37.0
4844,M,44.5,44.0,45.0
4845,F,53.0,51.0,55.0
4846,M,56.0,54.0,58.0
4847,M,48.0,46.0,50.0
4848,M,43.0,41.0,45.0
4849,F,31.0,29.0,33.0
4850,M,48.0,46.0,50.0
4851,M,40.0,40.0,40.0
4852,F,28.0,26.0,30.0
4853,F,48.0,46.0,50.0
4854,M,35.5,34.0,37.0
4855,M,30.0,28.0,32.0
4856,M,63.0,61.0,65.0
4857,M,56.0,54.0,58.0
4858,M,39.5,38.0,41.0
4859,F,48.0,46.0,50.0
4860,M,30.5,29.0,32.0
4861,M,60.0,59.0,61.0
4862,,,,
4863,F,30.0,28.0,32.0
4864,M,28.0,26.0,30.0
4865,M,36.5,36.0,37.0
4866,M,48.0,46.0,50.0
4867,F,41.5,42.0,41.0
4868,F,30.0,28.0,32.0
4869,F,28.0,26.0,30.0
4870,M,50.5,51.0,50.0
4871,F,31.0,29.0,33.0
4872,M,33.0,31.0,35.0
4873,M,43.0,41.0,45.0
4874,F,28.0,26.0,30.0
4875,F,22.0,19.0,25.0
4876,M,30.0,28.0,32.0
4877,M,48.0,46.0,50.0
4878,M,28.0,26.0,30.0
4879,F,22.0,19.0,25.0
4880,F,45.5,46.0,45.0
4881,F,38.0,36.0,40.0
4882,M,36.5,36.0,37.0
4883,F,28.0,26.0,30.0
4884,M,22.0,19.0,25.0
4885,M,41.5,41.0,42.0
4886,M,38.0,36.0,40.0
4887,M,33.0,31.0,35.0
4888,M,48.0,46.0,50.0
4889,M,37.5,36.0,39.0
4890,M,16.5,16.0,17.0
4891,M,61.0,59.0,63.0
4892,F,25.0,24.0,26.0
4893,M,23.5,22.0,25.0
4894,M,38.0,36.0,40.0
4895,F,43.0,41.0,45.0
4896,F,53.0,51.0,55.0
4897,M,33.0,31.0,35.0
4898,M,48.5,48.0,49.0
4899,M,43.5,44.0,43.0
4900,F,35.0,41.0,29.0
4901,F,53.0,51.0,55.0
4902,M,53.0,51.0,55.0
4903,F,48.0,46.0,50.0
4904,M,31.0,29.0,33.0
4905,F,28.0,26.0,30.0
4906,M,33.0,31.0,35.0
4907,M,44.0,46.0,42.0
4908,M,40.0,38.0,42.0
4909,F,28.0,26.0,30.0
4910,M,33.0,31.0,35.0
4911,M,35.5,34.0,37.0
4912,M,31.0,29.0,33.0
4913,M,51.5,51.0,52.0
4914,M,40.5,39.0,42.0
4915,M,53.0,51.0,55.0
4916,M,32.0,32.0,32.0
4917,M,51.0,51.0,51.0
4918,F,38.0,36.0,40.0
4919,M,33.0,33.0,33.0
4920,F,39.0,38.0,40.0
4921,M,58.0,56.0,60.0
4922,M,27.0,26.0,28.0
4923,M,33.0,33.0,33.0
4924,M,27.5,26.0,29.0
4925,F,38.5,37.0,40.0
4926,M,30.5,31.0,30.0
4927,M,35.0,33.0,37.0
4928,M,58.0,58.0,58.0
4929,M,49.5,49.0,50.0
4930,M,43.0,41.0,45.0
4931,M,28.0,26.0,30.0
4932,M,28.0,26.0,30.0
4933,F,43.0,41.0,45.0
4934,M,25.0,22.0,28.0
4935,F,35.5,34.0,37.0
4936,M,22.0,19.0,25.0
4937,M,44.5,44.0,45.0
4938,M,58.0,56.0,60.0
4939,M,58.0,58.0,58.0
4940,M,33.0,31.0,35.0
4941,M,30.5,29.0,32.0
4942,M,33.0,31.0,35.0
4943,F,48.0,46.0,50.0
4944,M,22.0,19.0,25.0
4945,M,43.0,41.0,45.0
4946,M,56.5,56.0,57.0
4947,M,33.0,31.0,35.0
4948,F,42.0,41.0,43.0
4949,F,38.5,37.0,40.0
4950,F,38.0,36.0,40.0
4951,M,32.5,32.0,33.0
4952,F,43.0,41.0,45.0
4953,M,43.0,41.0,45.0
4954,M,43.0,41.0,45.0
4955,F,38.0,39.0,37.0
4956,M,35.5,36.0,35.0
4957,F,35.5,34.0,37.0
4958,F,44.5,44.0,45.0
4959,M,45.0,43.0,47.0
4960,F,33.0,31.0,35.0
4961,M,48.0,46.0,50.0
4962,M,48.0,46.0,50.0
4963,M,28.5,28.0,29.0
4964,F,56.0,54.0,58.0
4965,M,24.0,23.0,25.0
4966,M,39.0,38.0,40.0
4967,F,48.0,46.0,50.0
4968,M,39.5,39.0,40.0
4969,M,48.0,46.0,50.0
4970,M,31.0,29.0,33.0
4971,M,28.0,26.0,30.0
4972,M,30.5,31.0,30.0
4973,F,37.5,36.0,39.0
4974,F,55.0,53.0,57.0
4975,M,38.0,36.0,40.0
4976,M,47.5,46.0,49.0
4977,M,17.0,16.0,18.0
4978,F,47.5,48.0,47.0
4979,M,60.0,58.0,62.0
4980,M,45.0,43.0,47.0
4981,F,33.0,31.0,35.0
4982,M,54.5,54.0,55.0
4983,F,24.0,21.0,27.0
4984,M,43.0,41.0,45.0
4985,M,31.0,29.0,33.0
4986,M,53.0,51.0,55.0
4987,M,56.0,54.0,58.0
4988,M,46.0,46.0,46.0
4989,M,63.0,61.0,65.0
4990,M,28.0,26.0,30.0
4991,M,28.0,26.0,30.0
4992,M,35.0,33.0,37.0
4993,M,32.0,31.0,33.0
4994,F,58.0,56.0,60.0
4995,F,23.0,21.0,25.0
4996,M,48.0,46.0,50.0
4997,F,44.0,44.0,44.0
4998,M,58.0,56.0,60.0
4999,M,43.0,41.0,45.0
5000,M,38.0,36.0,40.0
5001,F,29.5,28.0,31.0
5002,F,30.5,31.0,30.0
5003,M,49.5,49.0,50.0
5004,M,63.0,61.0,65.0
5005,M,45.5,44.0,47.0
5006,MF,28.5,27.0,30.0
5007,M,40.0,38.0,42.0
5008,M,43.0,41.0,45.0
5009,M,48.0,46.0,50.0
5010,F,48.5,48.0,49.0
5011,F,23.0,21.0,25.0
5012,M,59.0,58.0,60.0
5013,F,40.5,41.0,40.0
5014,F,23.5,22.0,25.0
5015,M,42.0,42.0,42.0
5016,F,27.5,27.0,28.0
5017,F,45.0,43.0,47.0
5018,M,48.5,47.0,50.0
5019,F,50.0,48.0,52.0
5020,M,43.0,43.0,43.0
5021,M,35.5,34.0,37.0
5022,M,45.0,43.0,47.0
5023,M,48.0,46.0,50.0
5024,F,45.5,44.0,47.0
5025,F,42.0,42.0,42.0
5026,M,28.0,26.0,30.0
5027,F,33.0,31.0,35.0
5028,F,34.0,33.0,35.0
5029,F,36.0,34.0,38.0
5030,M,,14.0,
5031,F,30.5,31.0,30.0
5032,F,38.0,38.0,38.0
5033,M,48.0,46.0,50.0
5034,F,26.0,26.0,26.0
5035,F,40.0,38.0,42.0
5036,M,22.0,19.0,25.0
5037,F,46.0,44.0,48.0
5038,M,43.0,41.0,45.0
5039,M,44.0,43.0,45.0
5040,M,58.0,56.0,60.0
5041,M,30.5,31.0,30.0
5042,M,42.5,41.0,44.0
5043,M,53.0,51.0,55.0
5044,M,31.0,31.0,31.0
5045,M,17.0,16.0,18.0
5046,M,57.0,57.0,57.0
5047,M,60.5,59.0,62.0
5048,M,34.5,34.0,35.0
5049,M,38.0,36.0,40.0
5050,M,48.0,46.0,50.0
5051,M,74.5,74.0,75.0
5052,M,50.5,49.0,52.0
5053,M,38.0,36.0,40.0
5054,M,29.0,32.0,26.0
5055,M,37.5,36.0,39.0
5056,F,54.0,53.0,55.0
5057,M,36.0,34.0,38.0
5058,M,33.0,31.0,35.0
5059,F,30.5,29.0,32.0
5060,M,43.0,41.0,45.0
5061,M,43.0,41.0,45.0
5062,M,48.0,46.0,50.0
5063,M,38.0,36.0,40.0
5064,F,42.0,42.0,42.0
5065,M,36.0,34.0,38.0
5066,M,43.0,41.0,45.0
5067,F,28.0,26.0,30.0
5068,M,33.0,31.0,35.0
5069,M,46.0,44.0,48.0
5070,F,40.0,38.0,42.0
5071,M,38.0,36.0,40.0
5072,M,63.0,63.0,63.0
5073,F,49.0,48.0,50.0
5074,M,36.0,34.0,38.0
5075,M,53.0,51.0,55.0
5076,M,41.0,39.0,43.0
5077,M,22.0,19.0,25.0
5078,F,22.0,19.0,25.0
5079,M,33.0,33.0,33.0
5080,M,23.0,21.0,25.0
5081,F,38.0,36.0,40.0
5082,M,44.0,43.0,45.0
5083,M,40.5,41.0,40.0
5084,M,39.5,39.0,40.0
5085,F,43.0,41.0,45.0
5086,M,38.0,36.0,40.0
5087,F,43.0,41.0,45.0
5088,M,44.0,44.0,44.0
5089,M,22.0,19.0,25.0
5090,M,22.5,22.0,23.0
5091,M,36.0,34.0,38.0
5092,M,50.5,51.0,50.0
5093,M,35.5,34.0,37.0
5094,F,33.0,31.0,35.0
5095,M,33.0,31.0,35.0
5096,M,34.5,34.0,35.0
5097,M,66.0,64.0,68.0
5098,M,22.0,19.0,25.0
5099,F,50.0,48.0,52.0
5100,M,23.0,21.0,25.0
5101,M,24.0,21.0,27.0
5102,M,31.5,31.0,32.0
5103,M,39.5,39.0,40.0
5104,M,41.0,39.0,43.0
5105,F,33.0,31.0,35.0
5106,F,33.0,31.0,35.0
5107,M,48.0,46.0,50.0
5108,M,33.0,31.0,35.0
5109,M,28.0,26.0,30.0
5110,F,51.0,49.0,53.0
5111,M,43.0,43.0,43.0
5112,M,37.5,38.0,37.0
5113,F,28.0,26.0,30.0
5114,F,48.0,46.0,50.0
5115,M,39.0,38.0,40.0
5116,M,75.5,71.0,80.0
5117,M,33.0,31.0,35.0
5118,M,49.0,48.0,50.0
5119,F,61.0,61.0,61.0
5120,F,28.0,26.0,30.0
5121,M,43.5,42.0,45.0
5122,M,45.0,43.0,47.0
5123,F,38.0,36.0,40.0
5124,M,31.5,31.0,32.0
5125,M,40.5,41.0,40.0
5126,M,53.0,51.0,55.0
5127,M,37.5,36.0,39.0
5128,F,52.5,53.0,52.0
5129,F,24.0,21.0,27.0
5130,M,38.0,36.0,40.0
5131,F,39.0,38.0,40.0
5132,M,49.5,49.0,50.0
5133,F,43.0,41.0,45.0
5134,M,33.0,31.0,35.0
5135,M,58.0,56.0,60.0
5136,M,30.0,28.0,32.0
5137,M,65.0,63.0,67.0
5138,F,53.0,51.0,55.0
5139,M,59.0,59.0,59.0
5140,M,53.0,51.0,55.0
5141,M,43.0,41.0,45.0
5142,F,45.0,45.0,45.0
5143,M,38.0,36.0,40.0
5144,M,28.0,26.0,30.0
5145,M,44.0,43.0,45.0
5146,M,22.0,19.0,25.0
5147,M,43.0,41.0,45.0
5148,M,60.0,58.0,62.0
5149,M,58.5,57.0,60.0
5150,M,33.0,31.0,35.0
5151,F,39.5,38.0,41.0
5152,M,69.0,68.0,70.0
5153,F,38.0,36.0,40.0
5154,M,31.0,29.0,33.0
5155,F,30.0,28.0,32.0
5156,M,43.0,41.0,45.0
5157,M,38.0,36.0,40.0
5158,M,28.0,26.0,30.0
5159,M,58.0,56.0,60.0
5160,M,34.5,35.0,34.0
5161,M,50.5,50.0,51.0
5162,F,31.0,30.0,32.0
5163,F,48.0,46.0,50.0
5164,M,45.0,43.0,47.0
5165,M,48.0,46.0,50.0
5166,M,44.0,44.0,44.0
5167,M,14.0,13.0,15.0
5168,M,38.0,36.0,40.0
5169,F,48.0,46.0,50.0
5170,M,33.0,31.0,35.0
5171,F,43.0,41.0,45.0
5172,M,38.0,36.0,40.0
5173,M,37.5,38.0,37.0
5174,F,32.5,33.0,32.0
5175,F,28.0,26.0,30.0
5176,M,54.5,54.0,55.0
5177,M,43.0,41.0,45.0
5178,M,43.0,41.0,45.0
5179,F,28.0,26.0,30.0
5180,M,43.0,41.0,45.0
5181,M,37.5,37.0,38.0
5182,M,28.0,26.0,30.0
5183,M,56.5,56.0,57.0
5184,M,52.5,53.0,52.0
5185,M,33.0,31.0,35.0
5186,M,36.0,34.0,38.0
5187,F,50.5,51.0,50.0
5188,F,38.0,36.0,40.0
5189,M,30.0,29.0,31.0
5190,M,38.0,36.0,40.0
5191,F,33.0,31.0,35.0
5192,M,35.0,33.0,37.0
5193,M,38.0,36.0,40.0
5194,M,38.0,36.0,40.0
5195,M,33.0,31.0,35.0
5196,M,50.5,51.0,50.0
5197,M,35.5,34.0,37.0
5198,F,38.0,36.0,40.0
5199,M,38.0,36.0,40.0
5200,F,23.5,22.0,25.0
5201,M,56.0,56.0,56.0
5202,M,49.5,49.0,50.0
5203,M,38.0,36.0,40.0
5204,M,34.0,36.0,32.0
5205,F,46.5,46.0,47.0
5206,F,61.0,59.0,63.0
5207,M,48.0,46.0,50.0
5208,M,48.0,54.0,42.0
5209,F,22.0,19.0,25.0
5210,M,43.0,41.0,45.0
5211,M,43.5,43.0,44.0
5212,M,56.5,56.0,57.0
5213,F,38.0,36.0,40.0
5214,M,42.0,43.0,41.0
5215,M,48.0,46.0,50.0
5216,M,28.0,26.0,30.0
5217,M,58.0,56.0,60.0
5218,F,31.0,29.0,33.0
5219,F,32.0,32.0,32.0
